ozone,particullate_matter,carbon_monoxide,sulfure_dioxide,nitrogen_dioxide,longitude,latitude,timestamp
61,155,53,69,173,10.26136529,56.24203279,07/09/2014 08:20
61,152,54,71,170,10.26136529,56.24203279,07/09/2014 08:25
56,153,51,74,174,10.26136529,56.24203279,07/09/2014 08:30
59,158,47,71,177,10.26136529,56.24203279,07/09/2014 08:35
61,162,52,66,172,10.26136529,56.24203279,07/09/2014 08:40
56,162,51,71,168,10.26136529,56.24203279,07/09/2014 08:45
54,165,56,67,165,10.26136529,56.24203279,07/09/2014 08:50
51,170,61,69,164,10.26136529,56.24203279,07/09/2014 08:55
53,170,57,73,161,10.26136529,56.24203279,07/09/2014 09:00
53,166,55,72,162,10.26136529,56.24203279,07/09/2014 09:05
50,163,55,68,165,10.26136529,56.24203279,07/09/2014 09:10
54,164,53,69,165,10.26136529,56.24203279,07/09/2014 09:15
54,165,51,68,166,10.26136529,56.24203279,07/09/2014 09:20
59,170,48,63,163,10.26136529,56.24203279,07/09/2014 09:25
62,168,48,64,163,10.26136529,56.24203279,07/09/2014 09:30
63,164,46,63,167,10.26136529,56.24203279,07/09/2014 09:35
60,167,42,66,168,10.26136529,56.24203279,07/09/2014 09:40
55,167,42,70,170,10.26136529,56.24203279,07/09/2014 09:45
55,164,43,75,174,10.26136529,56.24203279,07/09/2014 09:50
52,166,41,77,172,10.26136529,56.24203279,07/09/2014 09:55
49,165,41,76,176,10.26136529,56.24203279,07/09/2014 10:00
53,164,44,73,177,10.26136529,56.24203279,07/09/2014 10:05
58,159,49,69,179,10.26136529,56.24203279,07/09/2014 10:10
56,164,54,69,184,10.26136529,56.24203279,07/09/2014 10:15
52,169,53,67,184,10.26136529,56.24203279,07/09/2014 10:20
49,174,57,72,184,10.26136529,56.24203279,07/09/2014 10:25
50,171,56,67,184,10.26136529,56.24203279,07/09/2014 10:30
46,176,57,64,183,10.26136529,56.24203279,07/09/2014 10:35
48,172,58,63,180,10.26136529,56.24203279,07/09/2014 10:40
45,171,62,66,185,10.26136529,56.24203279,07/09/2014 10:45
48,170,57,62,185,10.26136529,56.24203279,07/09/2014 10:50
46,167,60,60,180,10.26136529,56.24203279,07/09/2014 10:55
42,170,59,55,184,10.26136529,56.24203279,07/09/2014 11:00
47,167,64,56,182,10.26136529,56.24203279,07/09/2014 11:05
49,168,60,54,186,10.26136529,56.24203279,07/09/2014 11:10
54,164,61,55,181,10.26136529,56.24203279,07/09/2014 11:15
52,169,57,56,179,10.26136529,56.24203279,07/09/2014 11:20
53,174,60,52,177,10.26136529,56.24203279,07/09/2014 11:25
48,179,60,56,177,10.26136529,56.24203279,07/09/2014 11:30
46,182,57,52,182,10.26136529,56.24203279,07/09/2014 11:35
44,183,52,47,187,10.26136529,56.24203279,07/09/2014 11:40
39,188,56,50,190,10.26136529,56.24203279,07/09/2014 11:45
35,189,60,51,190,10.26136529,56.24203279,07/09/2014 11:50
31,186,65,53,190,10.26136529,56.24203279,07/09/2014 11:55
26,181,60,56,186,10.26136529,56.24203279,07/09/2014 12:00
27,179,60,53,181,10.26136529,56.24203279,07/09/2014 12:05
28,175,56,53,180,10.26136529,56.24203279,07/09/2014 12:10
31,174,54,58,179,10.26136529,56.24203279,07/09/2014 12:15
34,176,52,54,174,10.26136529,56.24203279,07/09/2014 12:20
32,171,47,59,170,10.26136529,56.24203279,07/09/2014 12:25
27,172,51,56,174,10.26136529,56.24203279,07/09/2014 12:30
27,174,53,59,174,10.26136529,56.24203279,07/09/2014 12:35
29,171,54,61,178,10.26136529,56.24203279,07/09/2014 12:40
34,173,57,56,181,10.26136529,56.24203279,07/09/2014 12:45
35,171,60,58,181,10.26136529,56.24203279,07/09/2014 12:50
39,174,58,55,178,10.26136529,56.24203279,07/09/2014 12:55
43,169,63,52,175,10.26136529,56.24203279,07/09/2014 13:00
44,168,68,50,180,10.26136529,56.24203279,07/09/2014 13:05
49,167,69,53,175,10.26136529,56.24203279,07/09/2014 13:10
45,170,68,51,170,10.26136529,56.24203279,07/09/2014 13:15
44,174,63,56,165,10.26136529,56.24203279,07/09/2014 13:20
42,174,59,51,163,10.26136529,56.24203279,07/09/2014 13:25
43,174,57,50,167,10.26136529,56.24203279,07/09/2014 13:30
48,177,57,53,172,10.26136529,56.24203279,07/09/2014 13:35
50,174,53,50,175,10.26136529,56.24203279,07/09/2014 13:40
51,170,53,49,176,10.26136529,56.24203279,07/09/2014 13:45
49,171,58,48,179,10.26136529,56.24203279,07/09/2014 13:50
45,168,62,51,175,10.26136529,56.24203279,07/09/2014 13:55
47,172,65,51,174,10.26136529,56.24203279,07/09/2014 14:00
49,176,60,48,171,10.26136529,56.24203279,07/09/2014 14:05
44,171,56,49,169,10.26136529,56.24203279,07/09/2014 14:10
44,168,60,50,165,10.26136529,56.24203279,07/09/2014 14:15
45,173,59,45,168,10.26136529,56.24203279,07/09/2014 14:20
48,175,59,47,170,10.26136529,56.24203279,07/09/2014 14:25
43,171,60,43,171,10.26136529,56.24203279,07/09/2014 14:30
46,175,57,41,174,10.26136529,56.24203279,07/09/2014 14:35
48,170,58,44,175,10.26136529,56.24203279,07/09/2014 14:40
46,170,61,41,177,10.26136529,56.24203279,07/09/2014 14:45
49,172,66,39,178,10.26136529,56.24203279,07/09/2014 14:50
48,169,67,37,181,10.26136529,56.24203279,07/09/2014 14:55
44,173,64,39,177,10.26136529,56.24203279,07/09/2014 15:00
45,173,63,36,179,10.26136529,56.24203279,07/09/2014 15:05
42,178,64,37,179,10.26136529,56.24203279,07/09/2014 15:10
40,180,61,39,178,10.26136529,56.24203279,07/09/2014 15:15
42,176,61,43,182,10.26136529,56.24203279,07/09/2014 15:20
45,177,60,43,184,10.26136529,56.24203279,07/09/2014 15:25
44,182,58,43,189,10.26136529,56.24203279,07/09/2014 15:30
46,181,59,46,189,10.26136529,56.24203279,07/09/2014 15:35
46,178,57,42,193,10.26136529,56.24203279,07/09/2014 15:40
45,173,55,44,194,10.26136529,56.24203279,07/09/2014 15:45
50,170,53,39,189,10.26136529,56.24203279,07/09/2014 15:50
45,166,54,40,186,10.26136529,56.24203279,07/09/2014 15:55
46,170,58,38,188,10.26136529,56.24203279,07/09/2014 16:00
49,167,58,38,188,10.26136529,56.24203279,07/09/2014 16:05
46,167,55,33,184,10.26136529,56.24203279,07/09/2014 16:10
49,169,51,30,180,10.26136529,56.24203279,07/09/2014 16:15
51,165,52,33,184,10.26136529,56.24203279,07/09/2014 16:20
50,167,52,34,185,10.26136529,56.24203279,07/09/2014 16:25
48,169,47,39,183,10.26136529,56.24203279,07/09/2014 16:30
49,168,50,34,188,10.26136529,56.24203279,07/09/2014 16:35
48,163,46,30,192,10.26136529,56.24203279,07/09/2014 16:40
49,161,45,25,190,10.26136529,56.24203279,07/09/2014 16:45
54,166,48,25,185,10.26136529,56.24203279,07/09/2014 16:50
52,163,43,21,182,10.26136529,56.24203279,07/09/2014 16:55
55,163,40,24,183,10.26136529,56.24203279,07/09/2014 17:00
60,165,44,27,178,10.26136529,56.24203279,07/09/2014 17:05
64,167,40,23,178,10.26136529,56.24203279,07/09/2014 17:10
64,170,45,21,174,10.26136529,56.24203279,07/09/2014 17:15
59,172,46,26,172,10.26136529,56.24203279,07/09/2014 17:20
57,174,41,24,167,10.26136529,56.24203279,07/09/2014 17:25
57,175,43,19,170,10.26136529,56.24203279,07/09/2014 17:30
58,173,41,23,167,10.26136529,56.24203279,07/09/2014 17:35
56,175,46,20,172,10.26136529,56.24203279,07/09/2014 17:40
59,174,47,23,170,10.26136529,56.24203279,07/09/2014 17:45
62,173,49,27,169,10.26136529,56.24203279,07/09/2014 17:50
59,170,49,31,173,10.26136529,56.24203279,07/09/2014 17:55
59,166,53,32,178,10.26136529,56.24203279,07/09/2014 18:00
56,162,58,37,182,10.26136529,56.24203279,07/09/2014 18:05
59,159,60,36,183,10.26136529,56.24203279,07/09/2014 18:10
54,155,59,33,184,10.26136529,56.24203279,07/09/2014 18:15
58,153,63,31,184,10.26136529,56.24203279,07/09/2014 18:20
54,148,63,31,184,10.26136529,56.24203279,07/09/2014 18:25
59,145,62,28,181,10.26136529,56.24203279,07/09/2014 18:30
60,143,64,31,182,10.26136529,56.24203279,07/09/2014 18:35
59,147,69,36,180,10.26136529,56.24203279,07/09/2014 18:40
59,143,67,39,178,10.26136529,56.24203279,07/09/2014 18:45
57,142,68,38,176,10.26136529,56.24203279,07/09/2014 18:50
56,147,65,33,179,10.26136529,56.24203279,07/09/2014 18:55
52,147,68,29,180,10.26136529,56.24203279,07/09/2014 19:00
55,147,67,32,181,10.26136529,56.24203279,07/09/2014 19:05
59,151,71,30,178,10.26136529,56.24203279,07/09/2014 19:10
62,151,67,25,180,10.26136529,56.24203279,07/09/2014 19:15
65,147,64,29,184,10.26136529,56.24203279,07/09/2014 19:20
63,143,59,30,183,10.26136529,56.24203279,07/09/2014 19:25
63,139,64,34,182,10.26136529,56.24203279,07/09/2014 19:30
59,144,63,29,186,10.26136529,56.24203279,07/09/2014 19:35
60,146,63,27,184,10.26136529,56.24203279,07/09/2014 19:40
55,143,68,31,184,10.26136529,56.24203279,07/09/2014 19:45
59,140,71,34,183,10.26136529,56.24203279,07/09/2014 19:50
64,143,71,33,186,10.26136529,56.24203279,07/09/2014 19:55
67,139,74,31,190,10.26136529,56.24203279,07/09/2014 20:00
64,140,76,26,193,10.26136529,56.24203279,07/09/2014 20:05
69,137,78,30,189,10.26136529,56.24203279,07/09/2014 20:10
67,140,79,32,191,10.26136529,56.24203279,07/09/2014 20:15
65,136,82,30,189,10.26136529,56.24203279,07/09/2014 20:20
60,137,84,34,190,10.26136529,56.24203279,07/09/2014 20:25
60,142,82,37,185,10.26136529,56.24203279,07/09/2014 20:30
60,137,85,39,181,10.26136529,56.24203279,07/09/2014 20:35
59,139,88,41,181,10.26136529,56.24203279,07/09/2014 20:40
64,139,86,45,179,10.26136529,56.24203279,07/09/2014 20:45
60,142,84,49,179,10.26136529,56.24203279,07/09/2014 20:50
64,143,89,53,183,10.26136529,56.24203279,07/09/2014 20:55
68,146,85,51,179,10.26136529,56.24203279,07/09/2014 21:00
64,148,90,49,178,10.26136529,56.24203279,07/09/2014 21:05
66,147,86,51,183,10.26136529,56.24203279,07/09/2014 21:10
65,151,88,56,183,10.26136529,56.24203279,07/09/2014 21:15
66,149,84,53,184,10.26136529,56.24203279,07/09/2014 21:20
68,145,88,51,180,10.26136529,56.24203279,07/09/2014 21:25
69,150,89,47,179,10.26136529,56.24203279,07/09/2014 21:30
71,145,94,45,182,10.26136529,56.24203279,07/09/2014 21:35
73,149,96,44,186,10.26136529,56.24203279,07/09/2014 21:40
78,149,99,42,186,10.26136529,56.24203279,07/09/2014 21:45
75,144,104,41,183,10.26136529,56.24203279,07/09/2014 21:50
72,143,101,38,183,10.26136529,56.24203279,07/09/2014 21:55
68,143,98,37,183,10.26136529,56.24203279,07/09/2014 22:00
63,147,100,42,185,10.26136529,56.24203279,07/09/2014 22:05
66,151,102,39,188,10.26136529,56.24203279,07/09/2014 22:10
63,149,98,38,186,10.26136529,56.24203279,07/09/2014 22:15
67,150,96,40,181,10.26136529,56.24203279,07/09/2014 22:20
70,146,97,44,177,10.26136529,56.24203279,07/09/2014 22:25
75,151,94,40,182,10.26136529,56.24203279,07/09/2014 22:30
70,152,98,40,177,10.26136529,56.24203279,07/09/2014 22:35
71,156,102,38,178,10.26136529,56.24203279,07/09/2014 22:40
74,155,107,35,178,10.26136529,56.24203279,07/09/2014 22:45
78,158,104,33,180,10.26136529,56.24203279,07/09/2014 22:50
79,153,102,32,183,10.26136529,56.24203279,07/09/2014 22:55
76,151,101,27,183,10.26136529,56.24203279,07/09/2014 23:00
72,148,102,28,179,10.26136529,56.24203279,07/09/2014 23:05
75,152,102,24,176,10.26136529,56.24203279,07/09/2014 23:10
70,154,103,23,175,10.26136529,56.24203279,07/09/2014 23:15
72,155,100,23,170,10.26136529,56.24203279,07/09/2014 23:20
70,158,102,23,169,10.26136529,56.24203279,07/09/2014 23:25
72,163,102,23,172,10.26136529,56.24203279,07/09/2014 23:30
72,164,102,27,170,10.26136529,56.24203279,07/09/2014 23:35
77,163,105,28,173,10.26136529,56.24203279,07/09/2014 23:40
72,167,105,27,171,10.26136529,56.24203279,07/09/2014 23:45
72,166,108,26,175,10.26136529,56.24203279,07/09/2014 23:50
73,164,113,22,176,10.26136529,56.24203279,07/09/2014 23:55
71,161,113,25,172,10.26136529,56.24203279,08/09/2014 00:00
75,157,108,24,169,10.26136529,56.24203279,08/09/2014 00:05
77,155,104,24,166,10.26136529,56.24203279,08/09/2014 00:10
80,157,107,29,170,10.26136529,56.24203279,08/09/2014 00:15
80,153,109,26,172,10.26136529,56.24203279,08/09/2014 00:20
78,155,113,24,173,10.26136529,56.24203279,08/09/2014 00:25
73,158,114,21,176,10.26136529,56.24203279,08/09/2014 00:30
73,154,110,22,180,10.26136529,56.24203279,08/09/2014 00:35
75,154,115,17,179,10.26136529,56.24203279,08/09/2014 00:40
76,154,117,26,177,10.26136529,56.24203279,08/09/2014 00:45
75,150,121,21,180,10.26136529,56.24203279,08/09/2014 00:50
71,153,120,19,178,10.26136529,56.24203279,08/09/2014 00:55
74,150,117,23,178,10.26136529,56.24203279,08/09/2014 01:00
70,151,120,27,180,10.26136529,56.24203279,08/09/2014 01:05
72,151,116,24,179,10.26136529,56.24203279,08/09/2014 01:10
67,152,116,28,176,10.26136529,56.24203279,08/09/2014 01:15
71,157,112,31,181,10.26136529,56.24203279,08/09/2014 01:20
69,159,116,26,186,10.26136529,56.24203279,08/09/2014 01:25
66,156,117,27,184,10.26136529,56.24203279,08/09/2014 01:30
66,161,120,31,186,10.26136529,56.24203279,08/09/2014 01:35
65,156,124,26,191,10.26136529,56.24203279,08/09/2014 01:40
70,153,127,29,193,10.26136529,56.24203279,08/09/2014 01:45
69,156,125,30,190,10.26136529,56.24203279,08/09/2014 01:50
65,158,124,32,190,10.26136529,56.24203279,08/09/2014 01:55
64,163,122,31,191,10.26136529,56.24203279,08/09/2014 02:00
68,167,120,35,186,10.26136529,56.24203279,08/09/2014 02:05
67,163,121,38,183,10.26136529,56.24203279,08/09/2014 02:10
65,161,121,37,188,10.26136529,56.24203279,08/09/2014 02:15
67,160,125,38,191,10.26136529,56.24203279,08/09/2014 02:20
68,157,130,34,190,10.26136529,56.24203279,08/09/2014 02:25
71,155,130,32,188,10.26136529,56.24203279,08/09/2014 02:30
72,159,126,28,185,10.26136529,56.24203279,08/09/2014 02:35
71,155,121,23,188,10.26136529,56.24203279,08/09/2014 02:40
67,156,121,23,188,10.26136529,56.24203279,08/09/2014 02:45
66,155,125,23,186,10.26136529,56.24203279,08/09/2014 02:50
69,159,128,22,189,10.26136529,56.24203279,08/09/2014 02:55
66,159,123,17,187,10.26136529,56.24203279,08/09/2014 03:00
69,163,120,23,192,10.26136529,56.24203279,08/09/2014 03:05
71,162,123,27,187,10.26136529,56.24203279,08/09/2014 03:10
67,166,124,26,186,10.26136529,56.24203279,08/09/2014 03:15
63,165,119,30,191,10.26136529,56.24203279,08/09/2014 03:20
60,160,116,29,193,10.26136529,56.24203279,08/09/2014 03:25
57,162,114,28,195,10.26136529,56.24203279,08/09/2014 03:30
59,164,117,26,193,10.26136529,56.24203279,08/09/2014 03:35
59,163,120,24,189,10.26136529,56.24203279,08/09/2014 03:40
61,158,125,24,191,10.26136529,56.24203279,08/09/2014 03:45
57,154,120,27,187,10.26136529,56.24203279,08/09/2014 03:50
53,157,121,31,182,10.26136529,56.24203279,08/09/2014 03:55
48,161,122,36,179,10.26136529,56.24203279,08/09/2014 04:00
43,166,127,41,178,10.26136529,56.24203279,08/09/2014 04:05
39,169,131,41,178,10.26136529,56.24203279,08/09/2014 04:10
43,173,130,43,182,10.26136529,56.24203279,08/09/2014 04:15
48,169,129,43,187,10.26136529,56.24203279,08/09/2014 04:20
53,164,129,44,185,10.26136529,56.24203279,08/09/2014 04:25
48,166,128,47,187,10.26136529,56.24203279,08/09/2014 04:30
51,162,128,49,191,10.26136529,56.24203279,08/09/2014 04:35
51,163,133,53,191,10.26136529,56.24203279,08/09/2014 04:40
52,165,133,56,190,10.26136529,56.24203279,08/09/2014 04:45
52,160,136,59,195,10.26136529,56.24203279,08/09/2014 04:50
48,164,136,61,196,10.26136529,56.24203279,08/09/2014 04:55
43,169,135,57,193,10.26136529,56.24203279,08/09/2014 05:00
43,166,135,60,197,10.26136529,56.24203279,08/09/2014 05:05
46,163,136,64,195,10.26136529,56.24203279,08/09/2014 05:10
49,161,140,61,194,10.26136529,56.24203279,08/09/2014 05:15
52,160,136,58,195,10.26136529,56.24203279,08/09/2014 05:20
54,159,139,60,198,10.26136529,56.24203279,08/09/2014 05:25
58,159,134,59,200,10.26136529,56.24203279,08/09/2014 05:30
56,154,134,61,202,10.26136529,56.24203279,08/09/2014 05:35
55,151,139,59,205,10.26136529,56.24203279,08/09/2014 05:40
54,151,134,63,206,10.26136529,56.24203279,08/09/2014 05:45
58,149,132,58,201,10.26136529,56.24203279,08/09/2014 05:50
59,153,131,59,197,10.26136529,56.24203279,08/09/2014 05:55
61,155,134,64,193,10.26136529,56.24203279,08/09/2014 06:00
57,157,131,60,195,10.26136529,56.24203279,08/09/2014 06:05
52,162,135,64,193,10.26136529,56.24203279,08/09/2014 06:10
53,165,138,66,195,10.26136529,56.24203279,08/09/2014 06:15
52,165,136,62,194,10.26136529,56.24203279,08/09/2014 06:20
56,169,135,65,198,10.26136529,56.24203279,08/09/2014 06:25
52,171,138,67,198,10.26136529,56.24203279,08/09/2014 06:30
53,174,134,70,198,10.26136529,56.24203279,08/09/2014 06:35
52,175,134,65,198,10.26136529,56.24203279,08/09/2014 06:40
52,180,130,67,203,10.26136529,56.24203279,08/09/2014 06:45
51,185,129,65,199,10.26136529,56.24203279,08/09/2014 06:50
50,189,132,65,203,10.26136529,56.24203279,08/09/2014 06:55
48,184,127,64,199,10.26136529,56.24203279,08/09/2014 07:00
51,187,127,61,196,10.26136529,56.24203279,08/09/2014 07:05
51,192,126,64,195,10.26136529,56.24203279,08/09/2014 07:10
55,192,123,59,195,10.26136529,56.24203279,08/09/2014 07:15
59,189,126,64,191,10.26136529,56.24203279,08/09/2014 07:20
64,192,123,69,189,10.26136529,56.24203279,08/09/2014 07:25
68,196,125,71,187,10.26136529,56.24203279,08/09/2014 07:30
63,194,121,69,192,10.26136529,56.24203279,08/09/2014 07:35
58,189,121,64,197,10.26136529,56.24203279,08/09/2014 07:40
60,192,120,65,193,10.26136529,56.24203279,08/09/2014 07:45
60,190,124,67,190,10.26136529,56.24203279,08/09/2014 07:50
56,185,126,70,190,10.26136529,56.24203279,08/09/2014 07:55
52,186,128,75,193,10.26136529,56.24203279,08/09/2014 08:00
49,191,133,79,196,10.26136529,56.24203279,08/09/2014 08:05
51,191,138,83,191,10.26136529,56.24203279,08/09/2014 08:10
55,195,135,85,193,10.26136529,56.24203279,08/09/2014 08:15
55,195,137,90,196,10.26136529,56.24203279,08/09/2014 08:20
57,200,141,95,193,10.26136529,56.24203279,08/09/2014 08:25
53,200,143,96,190,10.26136529,56.24203279,08/09/2014 08:30
55,196,145,91,194,10.26136529,56.24203279,08/09/2014 08:35
56,194,143,93,198,10.26136529,56.24203279,08/09/2014 08:40
52,191,145,92,197,10.26136529,56.24203279,08/09/2014 08:45
50,187,149,91,200,10.26136529,56.24203279,08/09/2014 08:50
50,183,145,89,199,10.26136529,56.24203279,08/09/2014 08:55
52,185,141,91,195,10.26136529,56.24203279,08/09/2014 09:00
55,182,146,94,199,10.26136529,56.24203279,08/09/2014 09:05
59,181,143,97,202,10.26136529,56.24203279,08/09/2014 09:10
62,180,145,99,201,10.26136529,56.24203279,08/09/2014 09:15
64,178,140,98,203,10.26136529,56.24203279,08/09/2014 09:20
69,181,140,102,206,10.26136529,56.24203279,08/09/2014 09:25
74,184,139,99,202,10.26136529,56.24203279,08/09/2014 09:30
77,186,144,98,205,10.26136529,56.24203279,08/09/2014 09:35
78,184,149,99,202,10.26136529,56.24203279,08/09/2014 09:40
74,181,145,96,201,10.26136529,56.24203279,08/09/2014 09:45
77,186,143,100,204,10.26136529,56.24203279,08/09/2014 09:50
74,186,139,95,207,10.26136529,56.24203279,08/09/2014 09:55
75,183,141,90,204,10.26136529,56.24203279,08/09/2014 10:00
80,180,140,90,201,10.26136529,56.24203279,08/09/2014 10:05
84,177,143,95,198,10.26136529,56.24203279,08/09/2014 10:10
80,182,139,97,196,10.26136529,56.24203279,08/09/2014 10:15
77,183,142,96,197,10.26136529,56.24203279,08/09/2014 10:20
72,179,140,98,195,10.26136529,56.24203279,08/09/2014 10:25
69,180,138,97,197,10.26136529,56.24203279,08/09/2014 10:30
64,183,140,97,193,10.26136529,56.24203279,08/09/2014 10:35
61,180,144,92,191,10.26136529,56.24203279,08/09/2014 10:40
60,185,139,94,191,10.26136529,56.24203279,08/09/2014 10:45
55,181,144,93,194,10.26136529,56.24203279,08/09/2014 10:50
54,183,144,93,198,10.26136529,56.24203279,08/09/2014 10:55
49,183,145,97,199,10.26136529,56.24203279,08/09/2014 11:00
54,179,146,101,200,10.26136529,56.24203279,08/09/2014 11:05
54,179,143,100,201,10.26136529,56.24203279,08/09/2014 11:10
55,176,145,97,204,10.26136529,56.24203279,08/09/2014 11:15
54,180,145,94,200,10.26136529,56.24203279,08/09/2014 11:20
53,180,149,92,204,10.26136529,56.24203279,08/09/2014 11:25
52,182,151,95,201,10.26136529,56.24203279,08/09/2014 11:30
56,183,156,94,200,10.26136529,56.24203279,08/09/2014 11:35
51,188,155,95,203,10.26136529,56.24203279,08/09/2014 11:40
50,184,159,97,203,10.26136529,56.24203279,08/09/2014 11:45
52,183,160,96,198,10.26136529,56.24203279,08/09/2014 11:50
54,187,158,96,197,10.26136529,56.24203279,08/09/2014 11:55
52,191,155,94,193,10.26136529,56.24203279,08/09/2014 12:00
52,195,160,94,190,10.26136529,56.24203279,08/09/2014 12:05
52,197,161,99,192,10.26136529,56.24203279,08/09/2014 12:10
51,194,162,98,190,10.26136529,56.24203279,08/09/2014 12:15
48,196,158,100,185,10.26136529,56.24203279,08/09/2014 12:20
50,197,156,100,180,10.26136529,56.24203279,08/09/2014 12:25
50,199,157,95,183,10.26136529,56.24203279,08/09/2014 12:30
47,194,152,98,181,10.26136529,56.24203279,08/09/2014 12:35
42,197,147,96,179,10.26136529,56.24203279,08/09/2014 12:40
46,200,146,91,182,10.26136529,56.24203279,08/09/2014 12:45
49,197,150,86,181,10.26136529,56.24203279,08/09/2014 12:50
45,196,147,90,182,10.26136529,56.24203279,08/09/2014 12:55
42,201,143,90,183,10.26136529,56.24203279,08/09/2014 13:00
42,205,141,95,181,10.26136529,56.24203279,08/09/2014 13:05
45,204,140,98,179,10.26136529,56.24203279,08/09/2014 13:10
44,204,138,97,182,10.26136529,56.24203279,08/09/2014 13:15
42,205,138,93,183,10.26136529,56.24203279,08/09/2014 13:20
38,209,137,96,186,10.26136529,56.24203279,08/09/2014 13:25
42,204,142,92,183,10.26136529,56.24203279,08/09/2014 13:30
46,205,146,92,182,10.26136529,56.24203279,08/09/2014 13:35
49,204,141,91,187,10.26136529,56.24203279,08/09/2014 13:40
49,208,139,91,189,10.26136529,56.24203279,08/09/2014 13:45
49,211,135,91,191,10.26136529,56.24203279,08/09/2014 13:50
44,204,137,92,191,10.26136529,56.24203279,08/09/2014 13:55
46,203,135,95,190,10.26136529,56.24203279,08/09/2014 14:00
50,208,136,96,186,10.26136529,56.24203279,08/09/2014 14:05
51,210,136,101,190,10.26136529,56.24203279,08/09/2014 14:10
48,211,135,96,192,10.26136529,56.24203279,08/09/2014 14:15
51,204,140,98,191,10.26136529,56.24203279,08/09/2014 14:20
56,201,137,99,190,10.26136529,56.24203279,08/09/2014 14:25
60,205,138,104,186,10.26136529,56.24203279,08/09/2014 14:30
57,209,142,106,187,10.26136529,56.24203279,08/09/2014 14:35
57,208,142,103,191,10.26136529,56.24203279,08/09/2014 14:40
54,213,141,107,188,10.26136529,56.24203279,08/09/2014 14:45
50,208,142,106,191,10.26136529,56.24203279,08/09/2014 14:50
53,207,143,104,191,10.26136529,56.24203279,08/09/2014 14:55
52,207,144,106,189,10.26136529,56.24203279,08/09/2014 15:00
53,203,139,110,188,10.26136529,56.24203279,08/09/2014 15:05
57,202,139,114,190,10.26136529,56.24203279,08/09/2014 15:10
60,203,140,113,187,10.26136529,56.24203279,08/09/2014 15:15
59,203,135,117,183,10.26136529,56.24203279,08/09/2014 15:20
58,205,138,115,185,10.26136529,56.24203279,08/09/2014 15:25
61,200,135,120,183,10.26136529,56.24203279,08/09/2014 15:30
60,197,135,123,182,10.26136529,56.24203279,08/09/2014 15:35
55,202,135,120,177,10.26136529,56.24203279,08/09/2014 15:40
59,204,134,121,176,10.26136529,56.24203279,08/09/2014 15:45
57,209,136,117,181,10.26136529,56.24203279,08/09/2014 15:50
52,208,132,120,176,10.26136529,56.24203279,08/09/2014 15:55
53,213,132,118,179,10.26136529,56.24203279,08/09/2014 16:00
49,206,137,113,182,10.26136529,56.24203279,08/09/2014 16:05
45,206,135,113,178,10.26136529,56.24203279,08/09/2014 16:10
43,206,140,115,178,10.26136529,56.24203279,08/09/2014 16:15
39,207,142,119,178,10.26136529,56.24203279,08/09/2014 16:20
38,207,142,114,174,10.26136529,56.24203279,08/09/2014 16:25
40,207,147,119,179,10.26136529,56.24203279,08/09/2014 16:30
35,203,144,115,182,10.26136529,56.24203279,08/09/2014 16:35
34,206,139,112,186,10.26136529,56.24203279,08/09/2014 16:40
32,202,136,109,181,10.26136529,56.24203279,08/09/2014 16:45
30,201,135,111,183,10.26136529,56.24203279,08/09/2014 16:50
26,197,132,116,180,10.26136529,56.24203279,08/09/2014 16:55
29,200,136,115,184,10.26136529,56.24203279,08/09/2014 17:00
27,201,133,115,184,10.26136529,56.24203279,08/09/2014 17:05
22,202,135,116,189,10.26136529,56.24203279,08/09/2014 17:10
23,203,137,119,185,10.26136529,56.24203279,08/09/2014 17:15
21,208,137,124,180,10.26136529,56.24203279,08/09/2014 17:20
16,210,136,122,182,10.26136529,56.24203279,08/09/2014 17:25
17,207,141,124,183,10.26136529,56.24203279,08/09/2014 17:30
25,203,145,122,178,10.26136529,56.24203279,08/09/2014 17:35
24,205,148,122,177,10.26136529,56.24203279,08/09/2014 17:40
23,203,148,117,175,10.26136529,56.24203279,08/09/2014 17:45
20,204,148,122,177,10.26136529,56.24203279,08/09/2014 17:50
15,206,152,117,174,10.26136529,56.24203279,08/09/2014 17:55
25,209,152,116,177,10.26136529,56.24203279,08/09/2014 18:00
27,205,153,113,177,10.26136529,56.24203279,08/09/2014 18:05
29,200,148,118,172,10.26136529,56.24203279,08/09/2014 18:10
25,197,152,113,168,10.26136529,56.24203279,08/09/2014 18:15
29,199,150,118,164,10.26136529,56.24203279,08/09/2014 18:20
31,197,154,119,166,10.26136529,56.24203279,08/09/2014 18:25
33,195,153,120,165,10.26136529,56.24203279,08/09/2014 18:30
33,196,158,123,166,10.26136529,56.24203279,08/09/2014 18:35
35,193,163,118,167,10.26136529,56.24203279,08/09/2014 18:40
32,189,167,116,166,10.26136529,56.24203279,08/09/2014 18:45
37,188,162,113,164,10.26136529,56.24203279,08/09/2014 18:50
39,185,163,118,165,10.26136529,56.24203279,08/09/2014 18:55
34,181,160,117,169,10.26136529,56.24203279,08/09/2014 19:00
32,177,163,119,172,10.26136529,56.24203279,08/09/2014 19:05
27,181,158,118,167,10.26136529,56.24203279,08/09/2014 19:10
31,182,155,120,163,10.26136529,56.24203279,08/09/2014 19:15
36,186,157,122,162,10.26136529,56.24203279,08/09/2014 19:20
33,187,158,127,157,10.26136529,56.24203279,08/09/2014 19:25
